country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,loss_per_user,cluster_id,risk_profile
USA,2019,DDoS,Retail,18.76,411707,Insider,Social Engineering,VPN,42.0,45.566385803496175,1,Widespread Low-Loss Incidents
India,2020,Phishing,Healthcare,38.19,847958,Insider,Weak Passwords,Firewall,32.0,45.03760799473559,0,High-Impact Rapid-Response Incidents
India,2015,Man-in-the-Middle,Banking,38.1,187807,Nation-state,Unpatched Software,VPN,37.0,202.86783772702827,2,Critical High-Impact Incidents
China,2024,SQL Injection,Telecommunications,10.18,637350,Unknown,Weak Passwords,Antivirus,52.0,15.972385659370833,1,Widespread Low-Loss Incidents
China,2024,SQL Injection,IT,36.27,237068,Hacker Group,Zero-day,Encryption,65.0,152.99407764860715,2,Critical High-Impact Incidents
Australia,2022,Ransomware,Government,92.07,819812,Nation-state,Unpatched Software,Encryption,63.0,112.30623606387806,2,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Healthcare,72.9,434510,Hacker Group,Social Engineering,Firewall,72.0,167.77519504729466,2,Critical High-Impact Incidents
USA,2019,DDoS,Telecommunications,57.52,513601,Nation-state,Unpatched Software,VPN,14.0,111.99355141442481,0,High-Impact Rapid-Response Incidents
Japan,2015,Malware,Healthcare,5.79,821803,Unknown,Social Engineering,Firewall,40.0,7.045484136709162,1,Widespread Low-Loss Incidents
Russia,2020,Man-in-the-Middle,IT,14.68,12585,Unknown,Zero-day,Antivirus,30.0,1166.4680174811283,3,Concentrated High-Cost Incidents
Russia,2020,Man-in-the-Middle,Telecommunications,10.12,405253,Hacker Group,Unpatched Software,Antivirus,52.0,24.97205449435291,1,Widespread Low-Loss Incidents
Japan,2017,DDoS,IT,86.89,703035,Unknown,Unpatched Software,Firewall,15.0,123.5927087556096,0,High-Impact Rapid-Response Incidents
Australia,2022,Phishing,Government,9.84,580402,Nation-state,Social Engineering,VPN,70.0,16.953766527337947,1,Widespread Low-Loss Incidents
France,2017,Man-in-the-Middle,Education,49.94,640572,Hacker Group,Social Engineering,Firewall,51.0,77.96157184516339,2,Critical High-Impact Incidents
Japan,2023,Phishing,Banking,75.13,85528,Hacker Group,Social Engineering,VPN,55.0,878.4257786923581,3,Concentrated High-Cost Incidents
UK,2024,Malware,Healthcare,33.21,79940,Unknown,Zero-day,Firewall,64.0,415.43657743307483,3,Concentrated High-Cost Incidents
China,2023,SQL Injection,Telecommunications,54.41,215401,Hacker Group,Social Engineering,VPN,50.0,252.59864160333518,2,Critical High-Impact Incidents
France,2018,Malware,IT,59.56,450313,Nation-state,Zero-day,AI-based Detection,26.0,132.26355890236346,0,High-Impact Rapid-Response Incidents
Australia,2016,Malware,Retail,45.71,461668,Nation-state,Unpatched Software,Firewall,10.0,99.01054437387907,0,High-Impact Rapid-Response Incidents
France,2021,Man-in-the-Middle,Banking,4.94,71156,Insider,Social Engineering,Encryption,34.0,69.42492551576817,1,Widespread Low-Loss Incidents
India,2017,Ransomware,Government,89.47,201732,Unknown,Zero-day,Antivirus,39.0,443.50921023932744,2,Critical High-Impact Incidents
Russia,2018,Man-in-the-Middle,Government,45.91,322132,Nation-state,Weak Passwords,Encryption,44.0,142.51921572523065,2,Critical High-Impact Incidents
Japan,2021,Phishing,Banking,82.85,854309,Insider,Zero-day,Antivirus,16.0,96.97896194468278,0,High-Impact Rapid-Response Incidents
USA,2016,Phishing,Retail,89.85,998085,Insider,Zero-day,VPN,7.0,90.02239288236974,0,High-Impact Rapid-Response Incidents
France,2018,Malware,IT,10.81,479628,Insider,Weak Passwords,VPN,13.0,22.538300516233413,1,Widespread Low-Loss Incidents
Russia,2022,Malware,Healthcare,34.32,554162,Insider,Weak Passwords,Encryption,33.0,61.93134859481523,0,High-Impact Rapid-Response Incidents
USA,2022,Phishing,Government,92.54,653402,Hacker Group,Social Engineering,Firewall,5.0,141.62797175398913,0,High-Impact Rapid-Response Incidents
UK,2016,Man-in-the-Middle,Government,62.9,119785,Hacker Group,Unpatched Software,Encryption,14.0,525.1074842426013,0,High-Impact Rapid-Response Incidents
Germany,2018,DDoS,Banking,48.76,754656,Hacker Group,Unpatched Software,VPN,35.0,64.61222066742992,0,High-Impact Rapid-Response Incidents
USA,2016,Malware,Retail,41.11,848855,Unknown,Unpatched Software,VPN,37.0,48.42994386556008,2,Critical High-Impact Incidents
China,2021,SQL Injection,Healthcare,57.2,328454,Nation-state,Zero-day,VPN,10.0,174.1491959300237,0,High-Impact Rapid-Response Incidents
Russia,2018,DDoS,Education,13.13,510702,Hacker Group,Weak Passwords,Firewall,15.0,25.709709380421458,1,Widespread Low-Loss Incidents
Australia,2015,Man-in-the-Middle,Education,20.96,248083,Hacker Group,Social Engineering,Encryption,70.0,84.48785285569748,2,Critical High-Impact Incidents
Brazil,2023,DDoS,Government,42.75,746425,Unknown,Zero-day,VPN,24.0,57.27300130622635,0,High-Impact Rapid-Response Incidents
Japan,2018,Ransomware,Education,82.89,336607,Unknown,Zero-day,AI-based Detection,17.0,246.25156339588898,0,High-Impact Rapid-Response Incidents
Brazil,2021,Ransomware,Government,21.21,570810,Insider,Social Engineering,Firewall,72.0,37.15772323540232,2,Critical High-Impact Incidents
France,2020,Malware,Banking,12.25,162930,Insider,Unpatched Software,Firewall,13.0,75.18566255447125,1,Widespread Low-Loss Incidents
Japan,2015,SQL Injection,Education,61.87,244406,Nation-state,Social Engineering,VPN,43.0,253.1443581581467,2,Critical High-Impact Incidents
Japan,2016,DDoS,Education,71.12,604557,Nation-state,Social Engineering,Encryption,20.0,117.63985860721156,0,High-Impact Rapid-Response Incidents
Germany,2024,Man-in-the-Middle,Education,26.58,313397,Hacker Group,Social Engineering,AI-based Detection,36.0,84.8125540448696,0,High-Impact Rapid-Response Incidents
Australia,2023,Malware,Retail,5.24,696902,Nation-state,Unpatched Software,Encryption,21.0,7.518991192448866,1,Widespread Low-Loss Incidents
UK,2024,Phishing,Banking,30.39,156576,Hacker Group,Unpatched Software,VPN,72.0,194.091048436542,2,Critical High-Impact Incidents
UK,2020,Phishing,Healthcare,66.55,843310,Hacker Group,Zero-day,Antivirus,71.0,78.91522690351117,2,Critical High-Impact Incidents
China,2016,DDoS,Telecommunications,83.02,281862,Insider,Social Engineering,AI-based Detection,4.0,294.54130035265484,0,High-Impact Rapid-Response Incidents
India,2024,Ransomware,IT,88.23,526308,Insider,Unpatched Software,Antivirus,23.0,167.63948106431974,0,High-Impact Rapid-Response Incidents
Russia,2018,DDoS,IT,5.18,826924,Insider,Social Engineering,VPN,35.0,6.264179053939661,1,Widespread Low-Loss Incidents
China,2024,DDoS,IT,13.77,928751,Insider,Social Engineering,Encryption,26.0,14.826363578612566,1,Widespread Low-Loss Incidents
China,2021,Ransomware,Education,21.9,304804,Hacker Group,Weak Passwords,AI-based Detection,53.0,71.849450794609,2,Critical High-Impact Incidents
Brazil,2024,Man-in-the-Middle,Education,34.42,960625,Nation-state,Weak Passwords,Firewall,48.0,35.83083929733247,2,Critical High-Impact Incidents
France,2019,Ransomware,Government,57.9,264088,Unknown,Weak Passwords,AI-based Detection,28.0,219.24510011814243,0,High-Impact Rapid-Response Incidents
Australia,2022,Phishing,Healthcare,61.97,633750,Insider,Unpatched Software,Antivirus,45.0,97.78303747534517,2,Critical High-Impact Incidents
China,2021,Ransomware,Healthcare,56.11,255531,Unknown,Social Engineering,Firewall,17.0,219.58196852828033,0,High-Impact Rapid-Response Incidents
Australia,2018,Ransomware,Banking,50.64,874035,Insider,Unpatched Software,Antivirus,38.0,57.93818325353104,2,Critical High-Impact Incidents
USA,2017,DDoS,Healthcare,64.99,632431,Insider,Zero-day,VPN,55.0,102.762198563954,2,Critical High-Impact Incidents
Brazil,2018,Ransomware,Education,69.04,939146,Nation-state,Zero-day,Firewall,56.0,73.51359639502272,2,Critical High-Impact Incidents
India,2022,Man-in-the-Middle,Retail,13.82,633855,Hacker Group,Social Engineering,Antivirus,37.0,21.80309376750203,1,Widespread Low-Loss Incidents
Australia,2016,Malware,Government,22.48,686176,Nation-state,Zero-day,Firewall,62.0,32.76127407545586,2,Critical High-Impact Incidents
China,2022,Malware,Retail,11.31,561807,Unknown,Zero-day,Antivirus,17.0,20.131468636026252,1,Widespread Low-Loss Incidents
India,2023,SQL Injection,Government,60.53,15768,Unknown,Zero-day,VPN,66.0,3838.7874175545408,3,Concentrated High-Cost Incidents
Germany,2019,Malware,Healthcare,98.45,32423,Hacker Group,Weak Passwords,Antivirus,45.0,3036.424760201092,3,Concentrated High-Cost Incidents
China,2021,SQL Injection,IT,97.06,329378,Nation-state,Weak Passwords,VPN,61.0,294.6766329263035,2,Critical High-Impact Incidents
India,2020,Phishing,Healthcare,64.7,541451,Hacker Group,Weak Passwords,Encryption,17.0,119.49373073463711,0,High-Impact Rapid-Response Incidents
China,2020,Man-in-the-Middle,Education,1.05,255393,Unknown,Unpatched Software,Encryption,71.0,4.111310803350131,1,Widespread Low-Loss Incidents
Japan,2017,Phishing,Government,89.97,141115,Hacker Group,Zero-day,AI-based Detection,9.0,637.5651064734436,0,High-Impact Rapid-Response Incidents
India,2015,Man-in-the-Middle,Telecommunications,48.58,358210,Nation-state,Zero-day,AI-based Detection,11.0,135.6187711119176,0,High-Impact Rapid-Response Incidents
Japan,2023,Man-in-the-Middle,Education,16.42,60322,Insider,Zero-day,VPN,22.0,272.205828719207,3,Concentrated High-Cost Incidents
China,2019,Ransomware,Government,15.42,555153,Unknown,Zero-day,Encryption,11.0,27.776126581320824,0,High-Impact Rapid-Response Incidents
India,2018,SQL Injection,Healthcare,47.15,98266,Insider,Social Engineering,Firewall,18.0,479.82008019050335,3,Concentrated High-Cost Incidents
Russia,2019,Man-in-the-Middle,IT,52.8,633511,Insider,Zero-day,VPN,58.0,83.34504057545962,2,Critical High-Impact Incidents
UK,2015,Man-in-the-Middle,Banking,64.88,976213,Unknown,Social Engineering,Firewall,28.0,66.46090556056926,0,High-Impact Rapid-Response Incidents
Brazil,2016,DDoS,Telecommunications,94.1,838739,Unknown,Social Engineering,VPN,21.0,112.19223143313951,0,High-Impact Rapid-Response Incidents
China,2023,Ransomware,IT,23.18,367503,Nation-state,Weak Passwords,Encryption,17.0,63.07431503960512,0,High-Impact Rapid-Response Incidents
China,2018,Ransomware,Education,17.44,598614,Insider,Social Engineering,VPN,59.0,29.133966128423324,2,Critical High-Impact Incidents
France,2022,Phishing,Retail,22.72,629571,Hacker Group,Unpatched Software,VPN,41.0,36.08806631817539,1,Widespread Low-Loss Incidents
Japan,2021,Man-in-the-Middle,Education,69.99,834355,Nation-state,Unpatched Software,AI-based Detection,71.0,83.88515679776594,2,Critical High-Impact Incidents
USA,2020,Man-in-the-Middle,IT,87.88,731495,Nation-state,Unpatched Software,Antivirus,3.0,120.13752657229372,0,High-Impact Rapid-Response Incidents
UK,2020,SQL Injection,Retail,69.91,354637,Insider,Social Engineering,VPN,63.0,197.13115100793206,2,Critical High-Impact Incidents
USA,2020,Ransomware,Banking,27.45,60428,Nation-state,Weak Passwords,Antivirus,27.0,454.25961474813,3,Concentrated High-Cost Incidents
China,2024,DDoS,Retail,13.17,95351,Nation-state,Unpatched Software,Antivirus,11.0,138.1212572495307,3,Concentrated High-Cost Incidents
Brazil,2020,Phishing,Retail,50.99,826159,Insider,Weak Passwords,VPN,3.0,61.71935426473596,0,High-Impact Rapid-Response Incidents
France,2020,SQL Injection,Healthcare,66.92,234301,Insider,Zero-day,AI-based Detection,32.0,285.61551167088487,0,High-Impact Rapid-Response Incidents
UK,2020,Phishing,Healthcare,39.47,551014,Nation-state,Social Engineering,Firewall,71.0,71.6315737894137,2,Critical High-Impact Incidents
Brazil,2017,SQL Injection,Telecommunications,4.35,809757,Nation-state,Social Engineering,VPN,61.0,5.371981964959859,1,Widespread Low-Loss Incidents
UK,2017,Malware,Healthcare,24.06,612319,Unknown,Social Engineering,Antivirus,47.0,39.29324420767606,2,Critical High-Impact Incidents
UK,2015,Phishing,Telecommunications,21.8,312051,Nation-state,Unpatched Software,VPN,41.0,69.86037538735656,1,Widespread Low-Loss Incidents
USA,2018,Phishing,Banking,89.74,279786,Insider,Zero-day,VPN,46.0,320.7451409291387,2,Critical High-Impact Incidents
Australia,2016,Phishing,Government,72.34,847817,Hacker Group,Social Engineering,Firewall,13.0,85.32501707325991,0,High-Impact Rapid-Response Incidents
Australia,2016,Man-in-the-Middle,Education,37.48,382682,Nation-state,Zero-day,Firewall,12.0,97.94032643291297,0,High-Impact Rapid-Response Incidents
USA,2021,Phishing,IT,38.2,159917,Insider,Zero-day,Antivirus,47.0,238.873915843844,2,Critical High-Impact Incidents
France,2023,Man-in-the-Middle,Government,85.85,841548,Unknown,Zero-day,Firewall,68.0,102.01438301796213,2,Critical High-Impact Incidents
Japan,2017,DDoS,Healthcare,5.5,751586,Nation-state,Social Engineering,AI-based Detection,24.0,7.317858501888008,1,Widespread Low-Loss Incidents
Germany,2024,Man-in-the-Middle,Banking,53.51,680154,Nation-state,Zero-day,Firewall,2.0,78.67335926863622,0,High-Impact Rapid-Response Incidents
France,2023,Phishing,Education,37.38,978508,Insider,Weak Passwords,Firewall,42.0,38.201016241052706,2,Critical High-Impact Incidents
Germany,2020,Man-in-the-Middle,IT,84.55,392247,Unknown,Zero-day,Antivirus,7.0,215.552955153258,0,High-Impact Rapid-Response Incidents
Russia,2023,SQL Injection,Retail,34.87,446911,Unknown,Weak Passwords,Firewall,25.0,78.0244836220187,0,High-Impact Rapid-Response Incidents
Australia,2023,Ransomware,IT,17.26,777799,Insider,Weak Passwords,Firewall,2.0,22.190823078970272,0,High-Impact Rapid-Response Incidents
Australia,2016,Ransomware,Healthcare,82.99,799581,Nation-state,Zero-day,AI-based Detection,50.0,103.79186098719204,2,Critical High-Impact Incidents
Germany,2015,Man-in-the-Middle,Retail,85.34,819676,Hacker Group,Zero-day,Antivirus,59.0,104.1143085804635,2,Critical High-Impact Incidents
Japan,2023,SQL Injection,Telecommunications,31.46,192430,Nation-state,Unpatched Software,AI-based Detection,49.0,163.4880216182508,2,Critical High-Impact Incidents
UK,2016,DDoS,Telecommunications,74.5,735,Hacker Group,Unpatched Software,Firewall,69.0,101360.54421768707,3,Concentrated High-Cost Incidents
USA,2023,Ransomware,Healthcare,12.79,654947,Insider,Social Engineering,Encryption,23.0,19.52829770958566,1,Widespread Low-Loss Incidents
USA,2018,DDoS,Banking,10.01,327826,Hacker Group,Social Engineering,AI-based Detection,35.0,30.534490857955134,1,Widespread Low-Loss Incidents
France,2016,Man-in-the-Middle,Healthcare,23.99,106126,Unknown,Weak Passwords,Antivirus,19.0,226.05205133520533,3,Concentrated High-Cost Incidents
Russia,2022,Man-in-the-Middle,IT,34.57,46493,Insider,Unpatched Software,Encryption,62.0,743.5527928935538,3,Concentrated High-Cost Incidents
Japan,2021,Man-in-the-Middle,Education,15.78,733307,Nation-state,Social Engineering,Firewall,29.0,21.518954544276816,1,Widespread Low-Loss Incidents
France,2015,Malware,Government,71.91,789673,Unknown,Weak Passwords,Antivirus,31.0,91.06300962550321,0,High-Impact Rapid-Response Incidents
China,2017,Ransomware,Education,64.93,159061,Insider,Weak Passwords,Firewall,12.0,408.20817170770965,0,High-Impact Rapid-Response Incidents
China,2020,Phishing,Education,6.35,80748,Hacker Group,Zero-day,Encryption,8.0,78.63971863080201,1,Widespread Low-Loss Incidents
UK,2020,Man-in-the-Middle,IT,85.85,697536,Unknown,Social Engineering,AI-based Detection,72.0,123.07608496192312,2,Critical High-Impact Incidents
Brazil,2019,SQL Injection,Healthcare,46.5,748146,Insider,Weak Passwords,AI-based Detection,13.0,62.153643807492124,0,High-Impact Rapid-Response Incidents
Russia,2020,Man-in-the-Middle,Telecommunications,64.39,803579,Unknown,Weak Passwords,VPN,1.0,80.12902278431865,0,High-Impact Rapid-Response Incidents
France,2021,Phishing,Retail,13.47,537683,Insider,Unpatched Software,VPN,41.0,25.05193580604185,1,Widespread Low-Loss Incidents
France,2020,DDoS,Retail,40.72,743271,Nation-state,Social Engineering,Firewall,10.0,54.78486312529347,0,High-Impact Rapid-Response Incidents
Australia,2018,Malware,Telecommunications,36.01,215231,Unknown,Zero-day,AI-based Detection,49.0,167.30861260692,2,Critical High-Impact Incidents
UK,2022,Phishing,Banking,57.89,135941,Nation-state,Social Engineering,AI-based Detection,7.0,425.84650694051095,0,High-Impact Rapid-Response Incidents
USA,2017,Phishing,IT,7.95,362478,Hacker Group,Zero-day,Encryption,67.0,21.932365550460993,1,Widespread Low-Loss Incidents
Russia,2022,DDoS,Education,13.89,537149,Nation-state,Unpatched Software,VPN,54.0,25.858746828161273,1,Widespread Low-Loss Incidents
China,2016,SQL Injection,Retail,96.28,162061,Insider,Zero-day,Firewall,32.0,594.0972843558907,0,High-Impact Rapid-Response Incidents
China,2016,Ransomware,Banking,94.63,455702,Hacker Group,Weak Passwords,Antivirus,5.0,207.65763591118758,0,High-Impact Rapid-Response Incidents
UK,2021,Ransomware,Telecommunications,13.26,448367,Nation-state,Social Engineering,AI-based Detection,7.0,29.57398738087326,1,Widespread Low-Loss Incidents
France,2019,Malware,Retail,21.92,603904,Nation-state,Unpatched Software,Firewall,38.0,36.29715981348029,1,Widespread Low-Loss Incidents
France,2016,Malware,IT,81.81,331741,Hacker Group,Social Engineering,Antivirus,29.0,246.60804663879352,0,High-Impact Rapid-Response Incidents
Japan,2023,Ransomware,Education,58.79,983506,Hacker Group,Social Engineering,AI-based Detection,35.0,59.77594442738529,0,High-Impact Rapid-Response Incidents
China,2015,Phishing,Retail,14.72,914743,Insider,Social Engineering,AI-based Detection,69.0,16.09195150987764,2,Critical High-Impact Incidents
Germany,2022,Malware,Banking,59.7,258587,Insider,Social Engineering,VPN,7.0,230.870074675061,0,High-Impact Rapid-Response Incidents
Brazil,2020,Man-in-the-Middle,Retail,16.26,527964,Insider,Zero-day,Firewall,28.0,30.79755437870764,1,Widespread Low-Loss Incidents
Brazil,2015,Phishing,Banking,29.61,593384,Unknown,Zero-day,Firewall,65.0,49.90023323850997,2,Critical High-Impact Incidents
UK,2023,Malware,IT,82.38,386972,Insider,Unpatched Software,AI-based Detection,56.0,212.8836194866812,2,Critical High-Impact Incidents
China,2017,DDoS,Healthcare,96.49,644339,Insider,Unpatched Software,Antivirus,71.0,149.7503643268528,2,Critical High-Impact Incidents
